name,stat,value,value_normalized
Xerneas,speed,99,"53,71"
Yveltal,speed,99,"53,71"
Yveltal,speed,99,"53,71"
Zygarde,speed,85,"45,71"
Zygarde,speed,85,"45,71"
Diancie,speed,110,"60,0"
Diancie,speed,110,"60,0"
Hoopa,speed,80,"42,86"
Hoopa,speed,80,"42,86"
Volcanion,speed,70,"37,14"
Volcanion,speed,70,"37,14"
Rowlet,speed,42,"21,14"
Rowlet,speed,42,"21,14"
Dartrix,speed,52,"26,86"
Dartrix,speed,52,"26,86"
Decidueye,speed,70,"37,14"
Decidueye,speed,70,"37,14"
Litten,speed,70,"37,14"
Litten,speed,70,"37,14"
Torracat,speed,90,"48,57"
Torracat,speed,90,"48,57"
Incineroar,speed,60,"31,43"
Incineroar,speed,60,"31,43"
Popplio,speed,40,"20,0"
Popplio,speed,40,"20,0"
Brionne,speed,50,"25,71"
Brionne,speed,50,"25,71"
Primarina,speed,60,"31,43"
Primarina,speed,60,"31,43"
Pikipek,speed,65,"34,29"
Pikipek,speed,65,"34,29"
Trumbeak,speed,75,"40,0"
Trumbeak,speed,75,"40,0"
Toucannon,speed,60,"31,43"
Toucannon,speed,60,"31,43"
Yungoos,speed,45,"22,86"
Yungoos,speed,45,"22,86"
Gumshoos,speed,45,"22,86"
Gumshoos,speed,45,"22,86"
Grubbin,speed,46,"23,43"
Grubbin,speed,46,"23,43"
Charjabug,speed,36,"17,71"
Charjabug,speed,36,"17,71"
Vikavolt,speed,43,"21,71"
Vikavolt,speed,43,"21,71"
Crabrawler,speed,63,"33,14"
Crabrawler,speed,63,"33,14"
Crabominable,speed,43,"21,71"
Crabominable,speed,43,"21,71"
Oricorio,speed,93,"50,29"
Oricorio,speed,93,"50,29"
Cutiefly,speed,84,"45,14"
Cutiefly,speed,84,"45,14"
Ribombee,speed,124,"68,0"
Ribombee,speed,124,"68,0"
Rockruff,speed,60,"31,43"
Rockruff,speed,60,"31,43"
Lycanroc,speed,82,"44,0"
Lycanroc,speed,82,"44,0"
Wishiwashi,speed,30,"14,29"
Wishiwashi,speed,30,"14,29"
Mareanie,speed,45,"22,86"
Mareanie,speed,45,"22,86"
Toxapex,speed,35,"17,14"
Toxapex,speed,35,"17,14"
Mudbray,speed,45,"22,86"
Mudbray,speed,45,"22,86"
Mudsdale,speed,35,"17,14"
Mudsdale,speed,35,"17,14"
Dewpider,speed,27,"12,57"
Dewpider,speed,27,"12,57"
Araquanid,speed,42,"21,14"
Araquanid,speed,42,"21,14"
Fomantis,speed,35,"17,14"
Fomantis,speed,35,"17,14"
Lurantis,speed,45,"22,86"
Lurantis,speed,45,"22,86"
Morelull,speed,15,"5,71"
Morelull,speed,15,"5,71"
Shiinotic,speed,30,"14,29"
Shiinotic,speed,30,"14,29"
Salandit,speed,77,"41,14"
Salandit,speed,77,"41,14"
Salazzle,speed,117,"64,0"
Salazzle,speed,117,"64,0"
Stufful,speed,50,"25,71"
Stufful,speed,50,"25,71"
Bewear,speed,60,"31,43"
Bewear,speed,60,"31,43"
Bounsweet,speed,32,"15,43"
Bounsweet,speed,32,"15,43"
Steenee,speed,62,"32,57"
Steenee,speed,62,"32,57"
Tsareena,speed,72,"38,29"
Tsareena,speed,72,"38,29"
Comfey,speed,100,"54,29"
Comfey,speed,100,"54,29"
Oranguru,speed,60,"31,43"
Oranguru,speed,60,"31,43"
Passimian,speed,80,"42,86"
Passimian,speed,80,"42,86"
Wimpod,speed,80,"42,86"
Wimpod,speed,80,"42,86"
Golisopod,speed,40,"20,0"
Golisopod,speed,40,"20,0"
Sandygast,speed,15,"5,71"
Sandygast,speed,15,"5,71"
Palossand,speed,35,"17,14"
Palossand,speed,35,"17,14"
Pyukumuku,speed,5,"0,0"
Pyukumuku,speed,5,"0,0"
Type: Null,speed,59,"30,86"
Type: Null,speed,59,"30,86"
Silvally,speed,95,"51,43"
Silvally,speed,95,"51,43"
Minior,speed,120,"65,71"
Minior,speed,120,"65,71"
Komala,speed,65,"34,29"
Komala,speed,65,"34,29"
Turtonator,speed,36,"17,71"
Turtonator,speed,36,"17,71"
Togedemaru,speed,96,"52,0"
Togedemaru,speed,96,"52,0"
Mimikyu,speed,96,"52,0"
Mimikyu,speed,96,"52,0"
Bruxish,speed,92,"49,71"
Bruxish,speed,92,"49,71"
Drampa,speed,36,"17,71"
Drampa,speed,36,"17,71"
Dhelmise,speed,40,"20,0"
Dhelmise,speed,40,"20,0"
Jangmo-o,speed,45,"22,86"
Jangmo-o,speed,45,"22,86"
Hakamo-o,speed,65,"34,29"
Hakamo-o,speed,65,"34,29"
Kommo-o,speed,85,"45,71"
Kommo-o,speed,85,"45,71"
Tapu Koko,speed,130,"71,43"
Tapu Koko,speed,130,"71,43"
Tapu Lele,speed,95,"51,43"
Tapu Lele,speed,95,"51,43"
Tapu Bulu,speed,75,"40,0"
Tapu Bulu,speed,75,"40,0"
Tapu Fini,speed,85,"45,71"
Tapu Fini,speed,85,"45,71"
Cosmog,speed,37,"18,29"
Cosmog,speed,37,"18,29"
Cosmoem,speed,37,"18,29"
Cosmoem,speed,37,"18,29"
Solgaleo,speed,97,"52,57"
Solgaleo,speed,97,"52,57"
Lunala,speed,97,"52,57"
Lunala,speed,97,"52,57"
Nihilego,speed,103,"56,0"
Nihilego,speed,103,"56,0"
Buzzwole,speed,79,"42,29"
Buzzwole,speed,79,"42,29"
Pheromosa,speed,151,"83,43"
Pheromosa,speed,151,"83,43"
Xurkitree,speed,83,"44,57"
Xurkitree,speed,83,"44,57"
Celesteela,speed,61,"32,0"
Celesteela,speed,61,"32,0"
Kartana,speed,109,"59,43"
Kartana,speed,109,"59,43"
Guzzlord,speed,43,"21,71"
Guzzlord,speed,43,"21,71"
Necrozma,speed,79,"42,29"
Necrozma,speed,79,"42,29"
Magearna,speed,65,"34,29"
Magearna,speed,65,"34,29"
Bulbasaur,sp_attack,65,"29,89"
Ivysaur,sp_attack,80,"38,04"
Venusaur,sp_attack,122,"60,87"
Charmander,sp_attack,60,"27,17"
Charmeleon,sp_attack,80,"38,04"
Charizard,sp_attack,159,"80,98"
Squirtle,sp_attack,50,"21,74"
Wartortle,sp_attack,65,"29,89"
Blastoise,sp_attack,135,"67,93"
Caterpie,sp_attack,20,"5,43"
Metapod,sp_attack,25,"8,15"
Butterfree,sp_attack,90,"43,48"
Weedle,sp_attack,20,"5,43"
Kakuna,sp_attack,25,"8,15"
Beedrill,sp_attack,15,"2,72"
Pidgey,sp_attack,35,"13,59"
Pidgeotto,sp_attack,50,"21,74"
Pidgeot,sp_attack,135,"67,93"
Rattata,sp_attack,25,"8,15"
Raticate,sp_attack,40,"16,3"
Spearow,sp_attack,31,"11,41"
Fearow,sp_attack,61,"27,72"
Ekans,sp_attack,40,"16,3"
Arbok,sp_attack,65,"29,89"
Pikachu,sp_attack,50,"21,74"
Raichu,sp_attack,95,"46,2"
Sandshrew,sp_attack,10,"0,0"
Sandslash,sp_attack,25,"8,15"
Nidoran♀,sp_attack,40,"16,3"
Nidorina,sp_attack,55,"24,46"
Nidoqueen,sp_attack,75,"35,33"
Nidoran♂,sp_attack,40,"16,3"
Nidorino,sp_attack,55,"24,46"
Nidoking,sp_attack,85,"40,76"
Clefairy,sp_attack,60,"27,17"
Clefable,sp_attack,95,"46,2"
Vulpix,sp_attack,50,"21,74"
Ninetales,sp_attack,81,"38,59"
Jigglypuff,sp_attack,45,"19,02"
Wigglytuff,sp_attack,85,"40,76"
Zubat,sp_attack,30,"10,87"
Golbat,sp_attack,65,"29,89"
Oddish,sp_attack,75,"35,33"
Gloom,sp_attack,85,"40,76"
Vileplume,sp_attack,110,"54,35"
Paras,sp_attack,45,"19,02"
Parasect,sp_attack,60,"27,17"
Venonat,sp_attack,40,"16,3"
Venomoth,sp_attack,90,"43,48"
Diglett,sp_attack,35,"13,59"
Dugtrio,sp_attack,50,"21,74"
Meowth,sp_attack,50,"21,74"
Persian,sp_attack,75,"35,33"
Psyduck,sp_attack,65,"29,89"
Golduck,sp_attack,95,"46,2"
Mankey,sp_attack,35,"13,59"
Primeape,sp_attack,60,"27,17"
Growlithe,sp_attack,70,"32,61"
Arcanine,sp_attack,100,"48,91"
Poliwag,sp_attack,40,"16,3"
Poliwhirl,sp_attack,50,"21,74"
Poliwrath,sp_attack,70,"32,61"
Abra,sp_attack,105,"51,63"
Kadabra,sp_attack,120,"59,78"
Alakazam,sp_attack,175,"89,67"
Machop,sp_attack,35,"13,59"
Machoke,sp_attack,50,"21,74"
Machamp,sp_attack,65,"29,89"
Bellsprout,sp_attack,70,"32,61"
Weepinbell,sp_attack,85,"40,76"
Victreebel,sp_attack,100,"48,91"
Tentacool,sp_attack,50,"21,74"
Tentacruel,sp_attack,80,"38,04"
Geodude,sp_attack,30,"10,87"
Graveler,sp_attack,45,"19,02"
Golem,sp_attack,55,"24,46"
Ponyta,sp_attack,65,"29,89"
Rapidash,sp_attack,80,"38,04"
Slowpoke,sp_attack,40,"16,3"
Slowbro,sp_attack,130,"65,22"
Magnemite,sp_attack,95,"46,2"
Magneton,sp_attack,120,"59,78"
Farfetch'd,sp_attack,58,"26,09"
Doduo,sp_attack,35,"13,59"
Dodrio,sp_attack,60,"27,17"
Seel,sp_attack,45,"19,02"
Dewgong,sp_attack,70,"32,61"
Grimer,sp_attack,40,"16,3"
Muk,sp_attack,65,"29,89"
Shellder,sp_attack,45,"19,02"
Cloyster,sp_attack,85,"40,76"
Gastly,sp_attack,100,"48,91"
Haunter,sp_attack,115,"57,07"
Gengar,sp_attack,170,"86,96"
Onix,sp_attack,30,"10,87"
Drowzee,sp_attack,43,"17,93"
Hypno,sp_attack,73,"34,24"
Krabby,sp_attack,25,"8,15"
Kingler,sp_attack,50,"21,74"
Voltorb,sp_attack,55,"24,46"
Electrode,sp_attack,80,"38,04"
Exeggcute,sp_attack,60,"27,17"
Exeggutor,sp_attack,125,"62,5"
Cubone,sp_attack,40,"16,3"
Marowak,sp_attack,50,"21,74"
Hitmonlee,sp_attack,35,"13,59"
Hitmonchan,sp_attack,35,"13,59"
Lickitung,sp_attack,60,"27,17"
Koffing,sp_attack,60,"27,17"
Weezing,sp_attack,85,"40,76"
Rhyhorn,sp_attack,30,"10,87"
Rhydon,sp_attack,45,"19,02"
Chansey,sp_attack,35,"13,59"
Tangela,sp_attack,100,"48,91"
Kangaskhan,sp_attack,60,"27,17"
Horsea,sp_attack,70,"32,61"
Seadra,sp_attack,95,"46,2"
Goldeen,sp_attack,35,"13,59"
Seaking,sp_attack,65,"29,89"
Staryu,sp_attack,70,"32,61"
Starmie,sp_attack,100,"48,91"
Mr. Mime,sp_attack,100,"48,91"
Scyther,sp_attack,55,"24,46"
Jynx,sp_attack,115,"57,07"
Electabuzz,sp_attack,95,"46,2"
Magmar,sp_attack,100,"48,91"
Pinsir,sp_attack,65,"29,89"
Tauros,sp_attack,40,"16,3"
Magikarp,sp_attack,15,"2,72"
Gyarados,sp_attack,70,"32,61"
Lapras,sp_attack,85,"40,76"
Ditto,sp_attack,48,"20,65"
Eevee,sp_attack,45,"19,02"
Vaporeon,sp_attack,110,"54,35"
Jolteon,sp_attack,110,"54,35"
Flareon,sp_attack,95,"46,2"
Porygon,sp_attack,85,"40,76"
Omanyte,sp_attack,90,"43,48"
Omastar,sp_attack,115,"57,07"
Kabuto,sp_attack,55,"24,46"
Kabutops,sp_attack,65,"29,89"
Aerodactyl,sp_attack,70,"32,61"
Snorlax,sp_attack,65,"29,89"
Articuno,sp_attack,95,"46,2"
Zapdos,sp_attack,125,"62,5"
Moltres,sp_attack,125,"62,5"
Dratini,sp_attack,50,"21,74"
Dragonair,sp_attack,70,"32,61"
Dragonite,sp_attack,100,"48,91"
Mewtwo,sp_attack,194,"100,0"
Mew,sp_attack,100,"48,91"
Chikorita,sp_attack,49,"21,2"
Bayleef,sp_attack,63,"28,8"
Meganium,sp_attack,83,"39,67"
Cyndaquil,sp_attack,60,"27,17"
Quilava,sp_attack,80,"38,04"
Typhlosion,sp_attack,109,"53,8"
Totodile,sp_attack,44,"18,48"
Croconaw,sp_attack,59,"26,63"
Feraligatr,sp_attack,79,"37,5"
Sentret,sp_attack,35,"13,59"
Furret,sp_attack,45,"19,02"
Hoothoot,sp_attack,36,"14,13"
Noctowl,sp_attack,86,"41,3"
Ledyba,sp_attack,40,"16,3"
Ledian,sp_attack,55,"24,46"
Spinarak,sp_attack,40,"16,3"
Ariados,sp_attack,60,"27,17"
Crobat,sp_attack,70,"32,61"
Chinchou,sp_attack,56,"25,0"
Lanturn,sp_attack,76,"35,87"
Pichu,sp_attack,35,"13,59"
Cleffa,sp_attack,45,"19,02"
Igglybuff,sp_attack,40,"16,3"
Togepi,sp_attack,40,"16,3"
Togetic,sp_attack,80,"38,04"
Natu,sp_attack,70,"32,61"
Xatu,sp_attack,95,"46,2"
Mareep,sp_attack,65,"29,89"
Flaaffy,sp_attack,80,"38,04"
Ampharos,sp_attack,165,"84,24"
Bellossom,sp_attack,90,"43,48"
Marill,sp_attack,20,"5,43"
Azumarill,sp_attack,60,"27,17"
Sudowoodo,sp_attack,30,"10,87"
Politoed,sp_attack,90,"43,48"
Hoppip,sp_attack,35,"13,59"
Skiploom,sp_attack,45,"19,02"
Jumpluff,sp_attack,55,"24,46"
Aipom,sp_attack,40,"16,3"
Sunkern,sp_attack,30,"10,87"
Sunflora,sp_attack,105,"51,63"
Yanma,sp_attack,75,"35,33"
Wooper,sp_attack,25,"8,15"
Quagsire,sp_attack,65,"29,89"
Espeon,sp_attack,130,"65,22"
Umbreon,sp_attack,60,"27,17"
Murkrow,sp_attack,85,"40,76"
Slowking,sp_attack,100,"48,91"
Misdreavus,sp_attack,85,"40,76"
Unown,sp_attack,72,"33,7"
Wobbuffet,sp_attack,33,"12,5"
Girafarig,sp_attack,90,"43,48"
Pineco,sp_attack,35,"13,59"
Forretress,sp_attack,60,"27,17"
Dunsparce,sp_attack,65,"29,89"
Gligar,sp_attack,35,"13,59"
Steelix,sp_attack,55,"24,46"
Snubbull,sp_attack,40,"16,3"
Granbull,sp_attack,60,"27,17"
Qwilfish,sp_attack,55,"24,46"
Scizor,sp_attack,65,"29,89"
Shuckle,sp_attack,10,"0,0"
Heracross,sp_attack,40,"16,3"
Sneasel,sp_attack,35,"13,59"
Teddiursa,sp_attack,50,"21,74"
Ursaring,sp_attack,75,"35,33"
Slugma,sp_attack,70,"32,61"
Magcargo,sp_attack,90,"43,48"
Swinub,sp_attack,30,"10,87"
Piloswine,sp_attack,60,"27,17"
Corsola,sp_attack,65,"29,89"
Remoraid,sp_attack,65,"29,89"
Octillery,sp_attack,105,"51,63"
Delibird,sp_attack,65,"29,89"
Mantine,sp_attack,80,"38,04"
Skarmory,sp_attack,40,"16,3"
Houndour,sp_attack,80,"38,04"
Houndoom,sp_attack,140,"70,65"
Kingdra,sp_attack,95,"46,2"
Phanpy,sp_attack,40,"16,3"
Donphan,sp_attack,60,"27,17"
Porygon2,sp_attack,105,"51,63"
Stantler,sp_attack,85,"40,76"
Smeargle,sp_attack,20,"5,43"
Tyrogue,sp_attack,35,"13,59"
Hitmontop,sp_attack,35,"13,59"
Smoochum,sp_attack,85,"40,76"
Elekid,sp_attack,65,"29,89"
Magby,sp_attack,70,"32,61"
Miltank,sp_attack,40,"16,3"
Blissey,sp_attack,75,"35,33"
Raikou,sp_attack,115,"57,07"
Entei,sp_attack,90,"43,48"
Suicune,sp_attack,90,"43,48"
Larvitar,sp_attack,45,"19,02"
Pupitar,sp_attack,65,"29,89"
Tyranitar,sp_attack,95,"46,2"
Lugia,sp_attack,90,"43,48"
Ho-Oh,sp_attack,110,"54,35"
Celebi,sp_attack,100,"48,91"
Treecko,sp_attack,65,"29,89"
Grovyle,sp_attack,85,"40,76"
Sceptile,sp_attack,145,"73,37"
Torchic,sp_attack,70,"32,61"
Combusken,sp_attack,85,"40,76"
Blaziken,sp_attack,130,"65,22"
Mudkip,sp_attack,50,"21,74"
Marshtomp,sp_attack,60,"27,17"
Swampert,sp_attack,95,"46,2"
Poochyena,sp_attack,30,"10,87"
Mightyena,sp_attack,60,"27,17"
Zigzagoon,sp_attack,30,"10,87"
Linoone,sp_attack,50,"21,74"
Wurmple,sp_attack,20,"5,43"
Silcoon,sp_attack,25,"8,15"
Beautifly,sp_attack,100,"48,91"
Cascoon,sp_attack,25,"8,15"
Dustox,sp_attack,50,"21,74"
Lotad,sp_attack,40,"16,3"
Lombre,sp_attack,60,"27,17"
Ludicolo,sp_attack,90,"43,48"
Seedot,sp_attack,30,"10,87"
Nuzleaf,sp_attack,60,"27,17"
Shiftry,sp_attack,90,"43,48"
Taillow,sp_attack,30,"10,87"
Swellow,sp_attack,75,"35,33"
Wingull,sp_attack,55,"24,46"
Pelipper,sp_attack,95,"46,2"
Ralts,sp_attack,45,"19,02"
Kirlia,sp_attack,65,"29,89"
Gardevoir,sp_attack,165,"84,24"
Surskit,sp_attack,50,"21,74"
Masquerain,sp_attack,100,"48,91"
Shroomish,sp_attack,40,"16,3"
Breloom,sp_attack,60,"27,17"
Slakoth,sp_attack,35,"13,59"
Vigoroth,sp_attack,55,"24,46"
Slaking,sp_attack,95,"46,2"
Nincada,sp_attack,30,"10,87"
Ninjask,sp_attack,50,"21,74"
Shedinja,sp_attack,30,"10,87"
Whismur,sp_attack,51,"22,28"
Loudred,sp_attack,71,"33,15"
Exploud,sp_attack,91,"44,02"
Makuhita,sp_attack,20,"5,43"
Hariyama,sp_attack,40,"16,3"
Azurill,sp_attack,20,"5,43"
Nosepass,sp_attack,45,"19,02"
Skitty,sp_attack,35,"13,59"
Delcatty,sp_attack,55,"24,46"
Sableye,sp_attack,85,"40,76"
Mawile,sp_attack,55,"24,46"
Aron,sp_attack,40,"16,3"
Lairon,sp_attack,50,"21,74"
Aggron,sp_attack,60,"27,17"
Meditite,sp_attack,40,"16,3"
Medicham,sp_attack,80,"38,04"
Electrike,sp_attack,65,"29,89"
Manectric,sp_attack,135,"67,93"
Plusle,sp_attack,85,"40,76"
Minun,sp_attack,75,"35,33"
Volbeat,sp_attack,47,"20,11"
Illumise,sp_attack,73,"34,24"
Roselia,sp_attack,100,"48,91"
Gulpin,sp_attack,43,"17,93"
Swalot,sp_attack,73,"34,24"
Carvanha,sp_attack,65,"29,89"
Sharpedo,sp_attack,110,"54,35"
Wailmer,sp_attack,70,"32,61"
Wailord,sp_attack,90,"43,48"
Numel,sp_attack,65,"29,89"
Camerupt,sp_attack,145,"73,37"
Torkoal,sp_attack,85,"40,76"
Spoink,sp_attack,70,"32,61"
Grumpig,sp_attack,90,"43,48"
Spinda,sp_attack,60,"27,17"
Trapinch,sp_attack,45,"19,02"
Vibrava,sp_attack,50,"21,74"
Flygon,sp_attack,80,"38,04"
Cacnea,sp_attack,85,"40,76"
Cacturne,sp_attack,115,"57,07"
Swablu,sp_attack,40,"16,3"
Altaria,sp_attack,110,"54,35"
Zangoose,sp_attack,60,"27,17"
Seviper,sp_attack,100,"48,91"
Lunatone,sp_attack,95,"46,2"
Solrock,sp_attack,55,"24,46"
Barboach,sp_attack,46,"19,57"
Whiscash,sp_attack,76,"35,87"
Corphish,sp_attack,50,"21,74"
Crawdaunt,sp_attack,90,"43,48"
Baltoy,sp_attack,40,"16,3"
Claydol,sp_attack,70,"32,61"
Lileep,sp_attack,61,"27,72"
Cradily,sp_attack,81,"38,59"
Anorith,sp_attack,40,"16,3"
Armaldo,sp_attack,70,"32,61"
Feebas,sp_attack,10,"0,0"
Milotic,sp_attack,100,"48,91"
Castform,sp_attack,70,"32,61"
Kecleon,sp_attack,60,"27,17"
Shuppet,sp_attack,63,"28,8"
Banette,sp_attack,93,"45,11"
Duskull,sp_attack,30,"10,87"
Dusclops,sp_attack,60,"27,17"
Tropius,sp_attack,72,"33,7"
Chimecho,sp_attack,95,"46,2"
Absol,sp_attack,115,"57,07"
Wynaut,sp_attack,23,"7,07"
Snorunt,sp_attack,50,"21,74"
Glalie,sp_attack,120,"59,78"
Spheal,sp_attack,55,"24,46"
Sealeo,sp_attack,75,"35,33"
Walrein,sp_attack,95,"46,2"
Clamperl,sp_attack,74,"34,78"
Huntail,sp_attack,94,"45,65"
Gorebyss,sp_attack,114,"56,52"
Relicanth,sp_attack,45,"19,02"
Luvdisc,sp_attack,40,"16,3"
Bagon,sp_attack,40,"16,3"
Shelgon,sp_attack,60,"27,17"
Salamence,sp_attack,120,"59,78"
Beldum,sp_attack,35,"13,59"
Metang,sp_attack,55,"24,46"
Metagross,sp_attack,105,"51,63"
Regirock,sp_attack,50,"21,74"
Regice,sp_attack,100,"48,91"
Registeel,sp_attack,75,"35,33"
Latias,sp_attack,140,"70,65"
Latios,sp_attack,160,"81,52"
Kyogre,sp_attack,180,"92,39"
Groudon,sp_attack,150,"76,09"
Rayquaza,sp_attack,180,"92,39"
Jirachi,sp_attack,100,"48,91"
Deoxys,sp_attack,95,"46,2"
Turtwig,sp_attack,45,"19,02"
Grotle,sp_attack,55,"24,46"
Torterra,sp_attack,75,"35,33"
Chimchar,sp_attack,58,"26,09"
Monferno,sp_attack,78,"36,96"
Infernape,sp_attack,104,"51,09"
Piplup,sp_attack,61,"27,72"
Prinplup,sp_attack,81,"38,59"
Empoleon,sp_attack,111,"54,89"
Starly,sp_attack,30,"10,87"
Staravia,sp_attack,40,"16,3"
Staraptor,sp_attack,50,"21,74"
Bidoof,sp_attack,35,"13,59"
Bibarel,sp_attack,55,"24,46"
Kricketot,sp_attack,25,"8,15"
Kricketune,sp_attack,55,"24,46"
Shinx,sp_attack,40,"16,3"
Luxio,sp_attack,60,"27,17"
Luxray,sp_attack,95,"46,2"
Budew,sp_attack,50,"21,74"
Roserade,sp_attack,125,"62,5"
Cranidos,sp_attack,30,"10,87"
Rampardos,sp_attack,65,"29,89"
Shieldon,sp_attack,42,"17,39"
Bastiodon,sp_attack,47,"20,11"
Burmy,sp_attack,29,"10,33"
Wormadam,sp_attack,69,"32,07"
Mothim,sp_attack,94,"45,65"
Combee,sp_attack,30,"10,87"
Vespiquen,sp_attack,80,"38,04"
Pachirisu,sp_attack,45,"19,02"
Buizel,sp_attack,60,"27,17"
Floatzel,sp_attack,85,"40,76"
Cherubi,sp_attack,62,"28,26"
Cherrim,sp_attack,87,"41,85"
Shellos,sp_attack,57,"25,54"
Gastrodon,sp_attack,92,"44,57"
Ambipom,sp_attack,60,"27,17"
Drifloon,sp_attack,60,"27,17"
Drifblim,sp_attack,90,"43,48"
Buneary,sp_attack,44,"18,48"
Lopunny,sp_attack,54,"23,91"
Mismagius,sp_attack,105,"51,63"
Honchkrow,sp_attack,105,"51,63"
Glameow,sp_attack,42,"17,39"
Purugly,sp_attack,64,"29,35"
Chingling,sp_attack,65,"29,89"
Stunky,sp_attack,41,"16,85"
Skuntank,sp_attack,71,"33,15"
Bronzor,sp_attack,24,"7,61"
Bronzong,sp_attack,79,"37,5"
Bonsly,sp_attack,10,"0,0"
Mime Jr.,sp_attack,70,"32,61"
Happiny,sp_attack,15,"2,72"
Chatot,sp_attack,92,"44,57"
Spiritomb,sp_attack,92,"44,57"
Gible,sp_attack,40,"16,3"
Gabite,sp_attack,50,"21,74"
Garchomp,sp_attack,120,"59,78"
Munchlax,sp_attack,40,"16,3"
Riolu,sp_attack,35,"13,59"
Lucario,sp_attack,140,"70,65"
Hippopotas,sp_attack,38,"15,22"
Hippowdon,sp_attack,68,"31,52"
Skorupi,sp_attack,30,"10,87"
Drapion,sp_attack,60,"27,17"
Croagunk,sp_attack,61,"27,72"
Toxicroak,sp_attack,86,"41,3"
Carnivine,sp_attack,90,"43,48"
Finneon,sp_attack,49,"21,2"
Lumineon,sp_attack,69,"32,07"
Mantyke,sp_attack,60,"27,17"
Snover,sp_attack,62,"28,26"
Abomasnow,sp_attack,132,"66,3"
Weavile,sp_attack,45,"19,02"
Magnezone,sp_attack,130,"65,22"
Lickilicky,sp_attack,80,"38,04"
Rhyperior,sp_attack,55,"24,46"
Tangrowth,sp_attack,110,"54,35"
Electivire,sp_attack,95,"46,2"
Magmortar,sp_attack,125,"62,5"
Togekiss,sp_attack,120,"59,78"
Yanmega,sp_attack,116,"57,61"
Leafeon,sp_attack,60,"27,17"
Glaceon,sp_attack,130,"65,22"
Gliscor,sp_attack,45,"19,02"
Mamoswine,sp_attack,70,"32,61"
Porygon-Z,sp_attack,135,"67,93"
Gallade,sp_attack,65,"29,89"
Probopass,sp_attack,75,"35,33"
Dusknoir,sp_attack,65,"29,89"
Froslass,sp_attack,80,"38,04"
Rotom,sp_attack,105,"51,63"
Uxie,sp_attack,75,"35,33"
Mesprit,sp_attack,105,"51,63"
Azelf,sp_attack,125,"62,5"
Dialga,sp_attack,150,"76,09"
Palkia,sp_attack,150,"76,09"
Heatran,sp_attack,130,"65,22"
Regigigas,sp_attack,80,"38,04"
Giratina,sp_attack,120,"59,78"
Cresselia,sp_attack,75,"35,33"
Phione,sp_attack,80,"38,04"
Manaphy,sp_attack,100,"48,91"
Darkrai,sp_attack,135,"67,93"
Shaymin,sp_attack,120,"59,78"
Arceus,sp_attack,120,"59,78"
Victini,sp_attack,100,"48,91"
Snivy,sp_attack,45,"19,02"
Servine,sp_attack,60,"27,17"
Serperior,sp_attack,75,"35,33"
Tepig,sp_attack,45,"19,02"
Pignite,sp_attack,70,"32,61"
Emboar,sp_attack,100,"48,91"
Oshawott,sp_attack,63,"28,8"
Dewott,sp_attack,83,"39,67"
Samurott,sp_attack,108,"53,26"
Patrat,sp_attack,35,"13,59"
Watchog,sp_attack,60,"27,17"
Lillipup,sp_attack,25,"8,15"
Herdier,sp_attack,35,"13,59"
Stoutland,sp_attack,45,"19,02"
Purrloin,sp_attack,50,"21,74"
Liepard,sp_attack,88,"42,39"
Pansage,sp_attack,53,"23,37"
Simisage,sp_attack,98,"47,83"
Pansear,sp_attack,53,"23,37"
Simisear,sp_attack,98,"47,83"
Panpour,sp_attack,53,"23,37"
Simipour,sp_attack,98,"47,83"
Munna,sp_attack,67,"30,98"
Musharna,sp_attack,107,"52,72"
Pidove,sp_attack,36,"14,13"
Tranquill,sp_attack,50,"21,74"
Unfezant,sp_attack,65,"29,89"
Blitzle,sp_attack,50,"21,74"
Zebstrika,sp_attack,80,"38,04"
Roggenrola,sp_attack,25,"8,15"
Boldore,sp_attack,50,"21,74"
Gigalith,sp_attack,60,"27,17"
Woobat,sp_attack,55,"24,46"
Swoobat,sp_attack,77,"36,41"
Drilbur,sp_attack,30,"10,87"
Excadrill,sp_attack,50,"21,74"
Audino,sp_attack,80,"38,04"
Timburr,sp_attack,25,"8,15"
Gurdurr,sp_attack,40,"16,3"
Conkeldurr,sp_attack,55,"24,46"
Tympole,sp_attack,50,"21,74"
Palpitoad,sp_attack,65,"29,89"
Seismitoad,sp_attack,85,"40,76"
Throh,sp_attack,30,"10,87"
Sawk,sp_attack,30,"10,87"
Sewaddle,sp_attack,40,"16,3"
Swadloon,sp_attack,50,"21,74"
Leavanny,sp_attack,70,"32,61"
Venipede,sp_attack,30,"10,87"
Whirlipede,sp_attack,40,"16,3"
Scolipede,sp_attack,55,"24,46"
Cottonee,sp_attack,37,"14,67"
Whimsicott,sp_attack,77,"36,41"
Petilil,sp_attack,70,"32,61"
Lilligant,sp_attack,110,"54,35"
Basculin,sp_attack,80,"38,04"
Sandile,sp_attack,35,"13,59"
Krokorok,sp_attack,45,"19,02"
Krookodile,sp_attack,65,"29,89"
Darumaka,sp_attack,15,"2,72"
Darmanitan,sp_attack,140,"70,65"
Maractus,sp_attack,106,"52,17"
Dwebble,sp_attack,35,"13,59"
Crustle,sp_attack,65,"29,89"
Scraggy,sp_attack,35,"13,59"
Scrafty,sp_attack,45,"19,02"
Sigilyph,sp_attack,103,"50,54"
Yamask,sp_attack,55,"24,46"
